round_number,draw_date,weekday,n3_winning,n4_winning,n3_rehearsal,n4_rehearsal
5569,2020-11-10,1,000,8052,198,9696
5568,2020-11-09,0,346,0613,089,0020
5567,2020-11-06,4,136,2304,455,9652
5566,2020-11-05,3,842,0622,401,6206
5565,2020-11-04,2,922,6977,952,8842
5564,2020-11-03,1,475,2587,516,2146
5563,2020-11-02,0,287,6620,060,4447
5562,2020-10-30,4,242,1607,433,8647
5561,2020-10-29,3,174,8594,056,2408
5560,2020-10-28,2,415,1605,168,1896
5559,2020-10-27,1,993,1769,110,7474
5558,2020-10-26,0,322,6213,828,1235
5557,2020-10-23,4,210,6615,679,1257
5556,2020-10-22,3,761,0256,122,6189
5555,2020-10-21,2,458,5552,192,2478
5554,2020-10-20,1,481,2024,777,1565
5553,2020-10-19,0,862,5010,977,5332
5552,2020-10-16,4,129,4208,304,3138
5551,2020-10-15,3,937,8722,472,8631
5550,2020-10-14,2,846,6518,706,8966
5549,2020-10-13,1,118,8866,570,3898
5548,2020-10-12,0,777,4301,301,7693
5547,2020-10-09,4,963,0103,870,6128
5546,2020-10-08,3,829,1222,493,2182
5545,2020-10-07,2,680,6063,913,1702
5544,2020-10-06,1,650,4114,887,3891
5543,2020-10-05,0,424,1599,818,6148
5542,2020-10-02,4,300,7977,484,4501
5541,2020-10-01,3,979,9684,702,9264
5540,2020-09-30,2,820,6963,922,7065
5539,2020-09-29,1,277,2299,538,6572
5538,2020-09-28,0,944,2972,865,6461
5537,2020-09-25,4,472,4086,837,4563
5536,2020-09-24,3,160,4228,454,9774
5535,2020-09-23,2,040,1610,145,9568
5534,2020-09-22,1,659,4380,217,9319
5533,2020-09-21,0,130,7106,410,9912
5532,2020-09-18,4,969,1288,208,4069
5531,2020-09-17,3,932,2128,831,9255
5530,2020-09-16,2,040,2063,807,2026
5529,2020-09-15,1,660,1131,561,5057
5528,2020-09-14,0,365,4218,856,7725
5527,2020-09-11,4,208,9566,655,9937
5526,2020-09-10,3,240,2182,856,9766
5525,2020-09-09,2,432,3542,401,4334
5524,2020-09-08,1,376,7682,141,2372
5523,2020-09-07,0,927,4251,936,5469
5522,2020-09-04,4,848,4872,445,4786
5521,2020-09-03,3,046,8918,461,0566
5520,2020-09-02,2,195,6764,512,6863
5519,2020-09-01,1,899,8815,831,1573
5518,2020-08-31,0,461,7405,262,5267
5517,2020-08-28,4,948,2687,148,8612
5516,2020-08-27,3,793,3392,765,7564
5515,2020-08-26,2,445,6198,276,2398
5514,2020-08-25,1,716,3833,926,2997
5513,2020-08-24,0,995,3565,036,8633
5512,2020-08-21,4,838,2417,482,7519
5511,2020-08-20,3,443,1240,091,9938
5510,2020-08-19,2,930,5989,666,2135
5509,2020-08-18,1,267,8499,683,2275
5508,2020-08-17,0,687,8876,737,7768
5507,2020-08-14,4,226,8063,029,7180
5506,2020-08-13,3,317,7738,521,6751
5505,2020-08-12,2,529,6510,393,4291
5504,2020-08-11,1,611,6653,820,2529
5503,2020-08-10,0,884,5405,194,7477
5502,2020-08-07,4,858,3929,097,2955
5501,2020-08-06,3,946,6591,832,1644
5500,2020-08-05,2,132,2413,300,1998
5499,2020-08-04,1,998,8055,972,0852
5498,2020-08-03,0,640,8311,176,0167
5497,2020-07-31,4,871,8065,929,5215
5496,2020-07-30,3,681,8386,800,0245
5495,2020-07-29,2,332,2823,825,1247
5494,2020-07-28,1,796,8478,730,4123
5493,2020-07-27,0,229,4793,320,6283
5492,2020-07-24,4,113,6679,909,8119
5491,2020-07-23,3,009,5116,347,5680
5490,2020-07-22,2,130,2717,891,8157
5489,2020-07-21,1,555,0008,219,1771
5488,2020-07-20,0,902,1558,179,0187
5487,2020-07-17,4,008,9905,342,6099
5486,2020-07-16,3,495,2358,095,3475
5485,2020-07-15,2,224,9451,332,0382
5483,2020-07-13,0,637,4836,637,8494
5482,2020-07-10,4,378,6603,965,5172
5481,2020-07-09,3,350,2906,316,8837
5480,2020-07-08,2,613,2437,398,0761
5479,2020-07-07,1,699,1321,063,7110
5478,2020-07-06,0,697,0063,693,8426
5477,2020-07-03,4,738,2671,352,0063
5476,2020-07-02,3,182,4346,870,5581
5475,2020-07-01,2,937,0758,581,5719
5474,2020-06-30,1,339,0633,303,5311
5473,2020-06-29,0,024,6269,410,2906
5472,2020-06-26,4,112,7437,055,2007
5471,2020-06-25,3,337,9856,277,5103
5470,2020-06-24,2,464,0386,339,4405
5469,2020-06-23,1,510,9147,841,8231
5468,2020-06-22,0,358,1341,735,4583
5467,2020-06-19,4,245,9421,909,9561
5466,2020-06-18,3,801,4370,325,6879
5465,2020-06-17,2,709,6079,900,5320
5464,2020-06-16,1,981,7206,854,2934
5463,2020-06-15,0,550,8139,178,1739
5462,2020-06-12,4,988,6754,190,4271
5461,2020-06-11,3,197,8970,821,0921
5460,2020-06-10,2,734,1944,323,2646
5459,2020-06-09,1,365,8256,562,3367
5458,2020-06-08,0,153,0722,117,3358
5457,2020-06-05,4,826,9617,265,6250
5456,2020-06-04,3,712,8475,073,2607
5455,2020-06-03,2,078,0881,484,3144
5454,2020-06-02,1,383,3730,087,1393
5453,2020-06-01,0,774,8609,788,7114
5452,2020-05-29,4,744,3061,502,7082
5451,2020-05-28,3,507,8183,637,9674
5450,2020-05-27,2,863,0517,332,3716
5449,2020-05-26,1,432,3036,426,3150
5448,2020-05-25,0,697,8473,860,0218
5447,2020-05-22,4,202,7732,670,6944
5446,2020-05-21,3,536,2739,183,8107
5445,2020-05-20,2,892,1447,552,8762
5444,2020-05-19,1,343,4767,992,9496
5443,2020-05-18,0,551,7709,962,9161
5442,2020-05-15,4,178,5859,283,1098
5441,2020-05-14,3,663,7886,591,1258
5440,2020-05-13,2,406,1598,262,3382
5439,2020-05-12,1,684,3752,658,1789
5438,2020-05-11,0,729,4996,967,0530
5437,2020-05-08,4,162,2369,561,0708
5436,2020-05-07,3,803,6845,975,6560
5435,2020-05-06,2,325,6531,189,4078
5434,2020-05-05,1,700,7471,484,3630
5433,2020-05-04,0,860,9011,068,1060
5432,2020-05-01,4,996,2116,413,4551
5431,2020-04-30,3,837,4430,385,4113
5430,2020-04-29,2,278,3417,411,5305
5429,2020-04-28,1,033,0491,790,6165
5428,2020-04-27,0,348,1149,794,7080
5427,2020-04-24,4,809,0828,256,2527
5426,2020-04-23,3,534,0029,325,1992
5425,2020-04-22,2,815,3775,085,7248
5424,2020-04-21,1,054,8472,187,2140
5423,2020-04-20,0,457,7278,001,6607
5422,2020-04-17,4,843,4893,992,2870
5421,2020-04-16,3,867,8886,988,6021
5420,2020-04-15,2,654,1429,118,7095
5419,2020-04-14,1,804,2929,839,2407
5418,2020-04-13,0,489,2402,542,6718
5417,2020-04-10,4,889,0426,743,5468
5416,2020-04-09,3,950,9836,378,4783
5415,2020-04-08,2,391,5078,373,3179
5414,2020-04-07,1,010,7072,952,0555
5413,2020-04-06,0,962,2861,244,2011
5412,2020-04-03,4,909,4017,941,5136
5411,2020-04-02,3,684,4803,862,4260
5410,2020-04-01,2,182,2175,394,2312
5409,2020-03-31,1,505,7573,718,5106
5408,2020-03-30,0,925,1092,573,5273
5407,2020-03-27,4,221,7034,632,7789
5406,2020-03-26,3,602,7838,286,1060
5405,2020-03-25,2,802,8864,972,3946
5404,2020-03-24,1,010,4489,239,5691
5403,2020-03-23,0,176,4717,215,1114
5402,2020-03-20,4,724,9561,899,9602
5401,2020-03-19,3,574,4906,991,7064
5400,2020-03-18,2,938,2598,830,3651
5399,2020-03-17,1,930,5141,826,8430
5398,2020-03-16,0,509,2973,327,1561
5397,2020-03-13,4,477,6240,854,8230
5396,2020-03-12,3,063,3012,790,2945
5395,2020-03-11,2,397,5351,943,9501
5394,2020-03-10,1,376,7214,881,0808
5393,2020-03-09,0,738,4097,669,2511
5392,2020-03-06,4,679,4477,841,0144
5391,2020-03-05,3,983,3983,601,0156
5390,2020-03-04,2,504,5706,508,6439
5389,2020-03-03,1,233,9447,256,9136
5388,2020-03-02,0,168,0773,857,5538
5387,2020-02-28,4,372,0425,279,1681
5386,2020-02-27,3,921,1775,615,8598
5385,2020-02-26,2,162,2207,731,9955
5384,2020-02-25,1,073,9217,536,2595
5383,2020-02-24,0,452,8687,228,8713
5382,2020-02-21,4,178,0335,527,2011
5381,2020-02-20,3,843,8836,650,4886
5380,2020-02-19,2,780,8713,066,6022
5379,2020-02-18,1,907,4752,061,7976
5378,2020-02-17,0,528,0978,426,8570
5377,2020-02-14,4,445,9209,301,0956
5376,2020-02-13,3,996,9958,735,5884
5375,2020-02-12,2,206,1913,419,4831
5374,2020-02-11,1,518,5857,746,2737
5373,2020-02-10,0,461,2808,767,5549
5372,2020-02-07,4,386,2840,716,4408
5371,2020-02-06,3,005,6476,161,5004
5370,2020-02-05,2,006,3711,899,4898
5369,2020-02-04,1,123,9550,643,6721
5368,2020-02-03,0,503,1768,771,0419
5367,2020-01-31,4,720,0762,409,4560
5366,2020-01-30,3,516,2108,507,8546
5365,2020-01-29,2,433,9167,327,3189
5364,2020-01-28,1,577,4770,379,1386
5363,2020-01-27,0,108,0966,437,8524
5362,2020-01-24,4,514,6887,288,1474
5361,2020-01-23,3,272,3954,636,8422
5360,2020-01-22,2,436,6448,570,0413
5359,2020-01-21,1,472,6087,174,4147
5358,2020-01-20,0,312,9231,126,8539
5357,2020-01-17,4,002,7411,421,4061
5356,2020-01-16,3,345,0480,848,3418
5355,2020-01-15,2,629,4531,248,0957
5354,2020-01-14,1,366,2309,679,9726
5353,2020-01-13,0,444,4349,901,5635
5352,2020-01-10,4,069,5172,835,3969
5351,2020-01-09,3,485,2668,565,8539
5350,2020-01-08,2,626,6490,496,4336
5349,2020-01-07,1,592,0990,965,1112
5348,2020-01-06,0,565,9545,452,1984
5347,2019-12-27,4,428,1450,898,6474
5346,2019-12-26,3,705,9896,535,7533
5345,2019-12-25,2,785,9954,041,1652
5344,2019-12-24,1,409,5049,252,6371
5343,2019-12-23,0,527,4198,343,3888
5342,2019-12-20,4,109,6143,765,9490
5341,2019-12-19,3,887,0702,448,9776
5340,2019-12-18,2,721,9980,920,5967
5339,2019-12-17,1,475,2682,641,5690
5338,2019-12-16,0,914,4732,265,3082
5337,2019-12-13,4,113,6395,587,0386
5336,2019-12-12,3,079,4069,211,7813
5335,2019-12-11,2,349,1333,315,1328
5334,2019-12-10,1,325,1505,592,5945
5333,2019-12-09,0,680,8496,662,5029
5332,2019-12-06,4,626,6084,876,3965
5331,2019-12-05,3,392,6065,588,4399
5330,2019-12-04,2,491,0408,382,2657
5329,2019-12-03,1,865,8482,811,5975
5328,2019-12-02,0,844,0018,247,4810
5327,2019-11-29,4,247,7186,263,3961
5326,2019-11-28,3,436,9168,002,3169
5325,2019-11-27,2,869,9864,160,4380
5324,2019-11-26,1,NULL,2842,NULL,7081
5323,2019-11-25,0,340,7622,790,7974
5322,2019-11-22,4,895,0053,196,0022
5321,2019-11-21,3,242,3710,232,1631
5320,2019-11-20,2,448,4556,622,8166
5319,2019-11-19,1,339,8557,226,1970
5318,2019-11-18,0,491,7088,010,9109
5317,2019-11-15,4,565,6945,673,5702
5316,2019-11-14,3,118,2080,886,6629
5315,2019-11-13,2,962,6543,283,0496
5314,2019-11-12,1,094,2639,801,2692
5313,2019-11-11,0,204,8196,536,5167
5312,2019-11-08,4,363,1400,568,5699
5311,2019-11-07,3,695,9645,485,5831
5310,2019-11-06,2,275,6824,424,6452
5309,2019-11-05,1,818,4955,375,5445
5308,2019-11-04,0,831,1463,703,1885
5307,2019-11-01,4,828,9909,319,1052
5306,2019-10-31,3,961,5513,997,1097
5305,2019-10-30,2,544,6693,575,7050
5304,2019-10-29,1,153,6748,845,8607
5303,2019-10-28,0,612,0135,946,5372
5302,2019-10-25,4,219,1546,367,8296
5301,2019-10-24,3,601,5272,753,2440
5300,2019-10-23,2,465,8593,192,7044
5299,2019-10-22,1,317,8719,049,8781
5298,2019-10-21,0,134,3036,022,1146
5297,2019-10-18,4,920,2119,166,3750
5296,2019-10-17,3,716,8530,953,3284
5295,2019-10-16,2,762,7173,788,6538
5294,2019-10-15,1,175,7215,655,1112
5293,2019-10-14,0,530,8362,354,8027
5292,2019-10-11,4,822,8447,323,8703
5291,2019-10-10,3,158,3103,841,6500
5290,2019-10-09,2,808,0093,895,1704
5289,2019-10-08,1,776,1459,527,6321
5288,2019-10-07,0,814,5550,992,4937
5287,2019-10-04,4,984,8795,672,0006
5286,2019-10-03,3,393,5939,411,2352
5285,2019-10-02,2,163,0119,541,5052
5284,2019-10-01,1,207,0072,334,8406
5283,2019-09-30,0,191,8165,348,6944
5282,2019-09-27,4,361,5543,788,5146
5281,2019-09-26,3,764,0222,053,9019
5280,2019-09-25,2,902,7499,709,1440
5279,2019-09-24,1,705,0987,344,1504
5278,2019-09-23,0,635,7778,608,2503
5277,2019-09-20,4,715,9996,140,2390
5276,2019-09-19,3,597,0362,793,7619
5275,2019-09-18,2,766,9086,885,9963
5274,2019-09-17,1,286,8847,305,3214
5273,2019-09-16,0,876,1067,170,3241
5272,2019-09-13,4,665,1834,917,3853
5270,2019-09-11,2,825,1155,299,1400
5269,2019-09-10,1,240,3542,504,9346
5268,2019-09-09,0,583,8518,630,8438
5267,2019-09-06,4,786,3708,003,8619
5266,2019-09-05,3,323,3356,211,4998
5265,2019-09-04,2,133,5043,051,1301
5264,2019-09-03,1,910,5420,583,2568
5263,2019-09-02,0,304,0411,536,3296
5262,2019-08-30,4,169,4765,396,3739
5261,2019-08-29,3,557,9304,741,1299
5260,2019-08-28,2,032,7567,463,5973
5259,2019-08-27,1,489,8216,504,0016
5258,2019-08-26,0,773,1528,203,0981
5257,2019-08-23,4,012,2076,584,7310
5256,2019-08-22,3,874,7521,278,9013
5255,2019-08-21,2,971,9854,796,3514
5254,2019-08-20,1,043,2200,007,2675
5253,2019-08-19,0,856,1616,294,6807
5252,2019-08-16,4,246,9083,103,5522
5251,2019-08-15,3,680,7206,992,1900
5250,2019-08-14,2,848,6479,925,6322
5249,2019-08-13,1,633,9223,645,0615
5248,2019-08-12,0,297,6550,898,1817
5247,2019-08-09,4,430,9259,428,3532
5246,2019-08-08,3,554,8604,105,1589
5245,2019-08-07,2,009,8440,510,4715
5244,2019-08-06,1,254,4305,040,2863
5243,2019-08-05,0,557,0387,204,9919
5242,2019-08-02,4,882,6196,840,5119
5241,2019-08-01,3,426,8199,165,1603
5240,2019-07-31,2,596,9036,659,4162
5239,2019-07-30,1,613,8637,529,1541
5238,2019-07-29,0,859,2188,637,2810
5237,2019-07-26,4,975,5223,899,8006
5236,2019-07-25,3,912,6385,318,8927
5235,2019-07-24,2,687,1055,925,9237
5234,2019-07-23,1,791,1575,349,2196
5233,2019-07-22,0,079,2945,072,7877
5232,2019-07-19,4,980,7846,696,4490
5231,2019-07-18,3,195,2447,969,9942
5230,2019-07-17,2,477,3442,141,7942
5229,2019-07-16,1,519,2791,614,8893
5228,2019-07-15,0,064,5215,707,8419
5227,2019-07-12,4,799,2134,513,4122
5226,2019-07-11,3,463,7782,439,1954
5225,2019-07-10,2,060,7211,199,5309
5224,2019-07-09,1,503,7795,967,2732
5223,2019-07-08,0,808,0502,372,2323
5222,2019-07-05,4,042,5572,122,6073
5221,2019-07-04,3,502,8506,658,3309
5220,2019-07-03,2,047,6545,059,1438
5219,2019-07-02,1,273,2504,908,9378
5218,2019-07-01,0,736,3742,143,7789
5217,2019-06-28,4,763,3799,695,7083
5216,2019-06-27,3,739,4945,517,7254
5215,2019-06-26,2,458,1032,157,6206
5214,2019-06-25,1,782,2571,782,3671
5213,2019-06-24,0,951,7193,592,0492
5212,2019-06-21,4,297,8349,238,9081
5211,2019-06-20,3,214,7286,889,8260
5210,2019-06-19,2,937,7116,016,4336
5209,2019-06-18,1,202,1790,041,7158
5208,2019-06-17,0,928,4825,097,2184
5207,2019-06-14,4,720,5749,838,7585
5206,2019-06-13,3,957,6616,965,7076
5205,2019-06-12,2,011,3658,328,5119
5204,2019-06-11,1,180,2880,870,0890
5203,2019-06-10,0,942,0602,842,3368
5202,2019-06-07,4,377,4743,170,6090
5201,2019-06-06,3,055,4333,171,9999
5200,2019-06-05,2,226,4322,781,8942
5199,2019-06-04,1,683,9674,115,2249
5198,2019-06-03,0,560,5318,614,7762
5197,2019-05-31,4,246,5879,326,1673
5196,2019-05-30,3,080,3201,504,6282
5195,2019-05-29,2,814,1448,815,1009
5194,2019-05-28,1,397,0777,298,8707
5193,2019-05-27,0,856,8113,274,2572
5192,2019-05-24,4,342,4571,338,1440
5191,2019-05-23,3,755,3481,728,4024
5190,2019-05-22,2,383,9555,694,0145
5189,2019-05-21,1,943,0146,678,5287
5188,2019-05-20,0,731,3690,603,9315
5187,2019-05-17,4,779,8447,978,2904
5186,2019-05-16,3,077,3602,477,3150
5185,2019-05-15,2,718,7912,287,9104
5184,2019-05-14,1,682,3037,198,8246
5183,2019-05-13,0,381,1312,384,3977
5182,2019-05-10,4,522,7254,387,6534
5181,2019-05-09,3,193,1177,126,8666
5180,2019-05-08,2,025,5090,882,2579
5179,2019-05-07,1,647,9254,686,8674
5178,2019-05-06,0,129,4388,945,9555
5177,2019-05-03,4,314,4143,938,4147
5176,2019-05-02,3,856,9141,581,1940
5175,2019-05-01,2,482,2780,622,5621
5174,2019-04-30,1,776,0010,961,5548
5173,2019-04-29,0,983,6251,354,4934
5172,2019-04-26,4,451,7802,345,2328
5171,2019-04-25,3,705,8547,964,6990
5170,2019-04-24,2,265,1275,189,6125
5169,2019-04-23,1,349,5637,896,2947
5168,2019-04-22,0,992,0423,671,4132
5167,2019-04-19,4,335,6703,644,9051
5166,2019-04-18,3,619,0331,814,8935
5165,2019-04-17,2,746,2636,194,5516
5164,2019-04-16,1,166,9204,641,6917
5163,2019-04-15,0,830,7682,781,0144
5162,2019-04-12,4,152,9916,344,7303
5161,2019-04-11,3,452,6924,713,6544
5160,2019-04-10,2,764,6352,475,2766
5159,2019-04-09,1,984,1392,423,8405
5158,2019-04-08,0,145,3048,338,4433
5157,2019-04-05,4,765,7206,644,3104
5156,2019-04-04,3,607,8597,870,3709
5155,2019-04-03,2,167,7267,508,5901
5154,2019-04-02,1,906,0431,895,3065
5153,2019-04-01,0,026,7670,948,5869
5152,2019-03-29,4,511,4289,017,8878
5151,2019-03-28,3,745,4889,385,8633
5150,2019-03-27,2,169,8391,086,0606
5149,2019-03-26,1,699,9688,781,3161
5148,2019-03-25,0,391,1200,077,8476
5147,2019-03-22,4,942,9229,776,4663
5146,2019-03-21,3,502,8811,050,2230
5145,2019-03-20,2,373,4001,928,9558
5144,2019-03-19,1,960,1083,865,3156
5143,2019-03-18,0,967,4386,555,8398
5142,2019-03-15,4,247,1785,989,4505
5141,2019-03-14,3,556,1871,950,7659
5140,2019-03-13,2,887,4172,257,1753
5139,2019-03-12,1,148,8719,617,8476
5138,2019-03-11,0,378,0905,508,7457
5137,2019-03-08,4,431,2702,236,1248
5136,2019-03-07,3,998,6998,243,1793
5135,2019-03-06,2,631,4945,742,8786
5134,2019-03-05,1,652,5728,625,7992
5133,2019-03-04,0,449,2392,659,5106
5132,2019-03-01,4,413,3718,948,9999
5131,2019-02-28,3,030,1625,812,8952
5130,2019-02-27,2,302,7525,461,2177
5129,2019-02-26,1,097,5292,782,1674
5128,2019-02-25,0,757,4047,266,7870
5127,2019-02-22,4,637,1610,480,0552
5126,2019-02-21,3,892,2002,161,3360
5125,2019-02-20,2,123,7315,125,9925
5124,2019-02-19,1,958,5667,813,8629
5123,2019-02-18,0,366,5717,466,8512
5122,2019-02-15,4,663,2515,387,7475
5121,2019-02-14,3,635,2133,706,6798
5120,2019-02-13,2,661,5406,760,1305
5119,2019-02-12,1,672,4397,044,9646
5118,2019-02-11,0,831,9572,759,4460
5117,2019-02-08,4,956,0952,217,3341
5116,2019-02-07,3,991,8370,614,5515
5115,2019-02-06,2,878,1906,406,0528
5114,2019-02-05,1,771,0359,780,1084
5113,2019-02-04,0,446,4072,060,5675
5112,2019-02-01,4,087,4259,095,8330
5111,2019-01-31,3,882,7771,722,7304
5110,2019-01-30,2,077,4304,416,6977
5109,2019-01-29,1,684,1996,698,1720
5108,2019-01-28,0,626,6537,524,2358
5107,2019-01-25,4,660,2811,212,1608
5106,2019-01-24,3,322,5196,459,0299
5105,2019-01-23,2,766,8661,725,5196
5104,2019-01-22,1,049,3274,584,7672
5103,2019-01-21,0,210,9845,838,0103
5102,2019-01-18,4,603,1980,123,0379
5101,2019-01-17,3,596,4361,823,7243
5100,2019-01-16,2,647,2835,715,6294
5099,2019-01-15,1,079,7632,844,5237
5098,2019-01-14,0,547,3345,276,4499
5097,2019-01-11,4,249,3142,149,5431
5096,2019-01-10,3,637,2789,285,9647
5095,2019-01-09,2,702,2125,436,5206
5094,2019-01-08,1,616,7632,200,3112
5093,2019-01-07,0,162,1979,030,7721
5092,2019-01-04,4,704,0294,951,4998
5091,2018-12-28,4,608,9670,042,5277
5090,2018-12-27,3,650,9921,477,7659
5089,2018-12-26,2,953,8011,062,7863
5088,2018-12-25,1,654,9075,417,7593
5087,2018-12-24,0,733,5275,525,4505
5086,2018-12-21,4,088,3611,126,5245
5085,2018-12-20,3,755,9061,270,5748
5084,2018-12-19,2,804,5939,503,1387
5083,2018-12-18,1,234,5231,673,9778
5082,2018-12-17,0,080,3002,437,6705
5081,2018-12-14,4,644,2822,755,2734
5080,2018-12-13,3,442,3724,920,1352
5079,2018-12-12,2,329,1631,596,9238
5078,2018-12-11,1,100,6828,133,9595
5077,2018-12-10,0,600,5575,840,2394
5076,2018-12-07,4,871,9225,178,7030
5075,2018-12-06,3,643,5146,297,3034
5074,2018-12-05,2,234,8564,683,3773
5073,2018-12-04,1,922,5853,717,2854
5072,2018-12-03,0,136,1350,555,3012
5071,2018-11-30,4,304,5384,545,6037
5070,2018-11-29,3,656,3299,315,7511
5069,2018-11-28,2,991,2621,574,9693
5068,2018-11-27,1,223,5785,525,0050
5067,2018-11-26,0,295,6525,285,3109
5066,2018-11-23,4,009,6135,415,9386
5065,2018-11-22,3,921,7127,080,9747
5064,2018-11-21,2,313,8323,006,8137
5063,2018-11-20,1,285,5479,918,6904
5062,2018-11-19,0,405,3789,882,1623
5061,2018-11-16,4,987,4460,713,2066
5060,2018-11-15,3,948,2945,740,7362
5059,2018-11-14,2,196,8038,449,9791
5058,2018-11-13,1,275,8309,018,2290
5057,2018-11-12,0,589,3501,423,7200
5056,2018-11-09,4,885,4959,309,6200
5055,2018-11-08,3,476,9611,850,3526
5054,2018-11-07,2,775,8590,312,7923
5053,2018-11-06,1,800,3743,961,3348
5052,2018-11-05,0,105,6456,740,4005
5051,2018-11-02,4,281,2901,034,0281
5050,2018-11-01,3,309,9404,064,0747
5049,2018-10-31,2,132,5175,048,0336
5048,2018-10-30,1,209,8407,301,3698
5047,2018-10-29,0,343,7759,563,2161
5046,2018-10-26,4,142,8931,437,2424
5045,2018-10-25,3,350,3709,739,1033
5044,2018-10-24,2,735,6009,092,8939
5043,2018-10-23,1,115,5444,038,6048
5042,2018-10-22,0,458,2290,922,1995
5041,2018-10-19,4,379,2068,273,0589
5040,2018-10-18,3,546,2909,162,4054
5039,2018-10-17,2,453,4157,226,8661
5038,2018-10-16,1,244,4399,038,1622
5037,2018-10-15,0,594,5804,004,9707
5036,2018-10-12,4,049,6768,048,1828
5035,2018-10-11,3,012,2475,227,9027
5034,2018-10-10,2,098,7104,149,1872
5033,2018-10-09,1,930,5834,465,3654
5032,2018-10-08,0,083,8879,347,6509
5031,2018-10-05,4,271,3009,012,9032
5030,2018-10-04,3,870,8342,615,1024
5029,2018-10-03,2,352,7978,370,1621
5028,2018-10-02,1,046,6371,479,3033
5027,2018-10-01,0,046,2742,222,9607
5026,2018-09-28,4,131,0222,794,1457
5025,2018-09-27,3,368,2536,313,4378
5024,2018-09-26,2,361,6401,769,8111
5023,2018-09-25,1,233,7964,013,0028
5022,2018-09-24,0,449,7598,764,7096
5021,2018-09-21,4,877,3268,934,0941
5020,2018-09-20,3,461,6709,469,6121
5019,2018-09-19,2,942,3331,494,8958
5018,2018-09-18,1,669,0973,062,1651
5017,2018-09-17,0,026,5457,945,5476
5016,2018-09-14,4,763,1849,307,5919
5015,2018-09-13,3,365,0887,212,8554
5014,2018-09-12,2,240,1824,773,0952
5013,2018-09-11,1,681,8691,213,3664
5012,2018-09-10,0,234,6804,368,4541
5011,2018-09-07,4,046,9052,864,8852
5010,2018-09-06,3,960,4045,094,1330
5009,2018-09-05,2,674,8088,662,9344
5008,2018-09-04,1,589,6159,054,1060
5007,2018-09-03,0,704,8677,275,3179
5006,2018-08-31,4,739,8008,470,8570
5005,2018-08-30,3,283,8823,449,6919
5004,2018-08-29,2,635,9054,415,5355
5003,2018-08-28,1,571,6006,560,7008
5002,2018-08-27,0,480,2906,815,4497
5001,2018-08-24,4,488,0181,741,3865
5000,2018-08-23,3,317,2814,028,9413
4999,2018-08-22,2,045,0659,121,3889
4998,2018-08-21,1,271,7319,954,5881
4997,2018-08-20,0,943,5464,878,2429
4996,2018-08-17,4,731,7005,244,9551
4995,2018-08-16,3,650,3646,547,6256
4994,2018-08-15,2,300,5950,563,2421
4993,2018-08-14,1,075,6673,625,9518
4992,2018-08-13,0,371,4820,854,3866
4991,2018-08-10,4,308,4651,200,5755
4990,2018-08-09,3,078,4411,325,9380
4989,2018-08-08,2,203,5136,358,8698
4988,2018-08-07,1,131,4838,185,8462
4987,2018-08-06,0,480,7395,260,8610
4986,2018-08-03,4,505,7870,318,2401
4985,2018-08-02,3,322,6563,815,7128
4984,2018-08-01,2,069,6376,844,4886
4983,2018-07-31,1,890,2355,053,6879
4982,2018-07-30,0,879,7212,275,7046
4981,2018-07-27,4,529,0278,448,3344
4980,2018-07-26,3,260,8946,011,6724
4979,2018-07-25,2,047,1265,103,1577
4978,2018-07-24,1,646,8989,357,7895
4977,2018-07-23,0,644,2323,661,3006
4976,2018-07-20,4,918,1776,749,3999
4975,2018-07-19,3,430,7706,300,7188
4974,2018-07-18,2,096,2120,822,1265
4973,2018-07-17,1,241,7015,225,3027
4972,2018-07-16,0,220,9125,780,7344
4971,2018-07-13,4,778,2850,200,7071
4970,2018-07-12,3,977,3127,718,0355
4969,2018-07-11,2,330,8827,457,0225
4968,2018-07-10,1,115,4061,031,6073
4967,2018-07-09,0,051,0774,231,5932
4966,2018-07-06,4,580,7908,145,0565
4965,2018-07-05,3,877,8652,407,6959
4964,2018-07-04,2,176,6817,410,3725
4963,2018-07-03,1,989,1963,164,2095
4962,2018-07-02,0,205,0555,421,4150
4961,2018-06-29,4,223,2336,660,7165
4960,2018-06-28,3,625,3155,699,9462
4959,2018-06-27,2,061,5452,751,4011
4958,2018-06-26,1,870,7278,578,4672
4957,2018-06-25,0,668,8943,785,3769
4956,2018-06-22,4,901,6894,056,8860
4955,2018-06-21,3,489,6830,831,6435
4954,2018-06-20,2,193,6807,414,2526
4953,2018-06-19,1,349,7835,018,6948
4952,2018-06-18,0,751,7693,150,9280
4951,2018-06-15,4,032,0185,112,3349
4950,2018-06-14,3,256,2154,380,6265
4949,2018-06-13,2,549,2079,438,7929
4948,2018-06-12,1,001,9473,868,4256
4947,2018-06-11,0,018,4698,737,4317
4946,2018-06-08,4,912,2309,703,2056
4945,2018-06-07,3,182,1762,738,8951
4944,2018-06-06,2,119,4113,469,2091
4943,2018-06-05,1,765,7711,202,1889
4942,2018-06-04,0,487,5121,777,5497
4941,2018-06-01,4,642,7993,124,5019
4940,2018-05-31,3,193,6657,131,1094
4939,2018-05-30,2,413,3076,693,1127
4938,2018-05-29,1,137,5935,900,4756
4937,2018-05-28,0,653,5382,180,9063
4936,2018-05-25,4,557,2374,727,0547
4935,2018-05-24,3,269,8009,085,3686
4934,2018-05-23,2,173,0411,395,0111
